日期,最高温,最低温
	2011-01-01,-2°,-7°
	2011-01-03,-2°,-6°
	2011-01-05,-2°,-10°
	2011-01-07,-1°,-9°
	2011-01-09,0°,-9°
	2011-01-11,-1°,-9°
	2011-01-13,-1°,-9°
	2011-01-15,-2°,-9°
	2011-01-26,0°,-8°
	2011-01-30,3°,-7°
	2011-02-01,7°,-6°
	2011-02-03,7°,-5°
	2011-02-05,4°,-3°
	2011-02-07,5°,-3°
	2011-02-09,2°,-2°
	2011-02-11,1°,-10°
	2011-02-13,-2°,-10°
	2011-02-15,3°,-5°
	2011-02-17,6°,-6°
	2011-02-19,10°,-3°
	2011-02-21,7°,-1°
	2011-02-23,9°,3°
	2011-02-25,6°,-1°
	2011-02-27,2°,-5°
	2011-03-01,5°,-3°
	2011-03-03,9°,-4°
	2011-03-05,13°,1°
	2011-03-07,10°,-1°
	2011-03-09,11°,-1°
	2011-03-11,15°,3°
	2011-03-13,17°,3°
	2011-03-15,9°,-2°
	2011-03-17,16°,5°
	2011-03-19,13°,3°
	2011-03-21,7°,-1°
	2011-03-23,12°,1°
	2011-03-25,14°,0°
	2011-03-27,17°,2°
	2011-03-29,19°,3°
	2011-04-01,12°,3°
	2011-04-03,16°,2°
	2011-04-05,19°,7°
	2011-04-07,19°,5°
	2011-04-09,22°,9°
	2011-04-11,23°,7°
	2011-04-13,25°,12°
	2011-04-15,24°,8°
	2011-04-17,19°,9°
	2011-04-19,24°,11°
	2011-04-21,16°,8°
	2011-04-23,19°,9°
	2011-04-25,16°,11°
	2011-04-27,22°,9°
	2011-04-29,22°,10°
	2011-05-01,26°,12°
	2011-05-03,24°,15°
	2011-05-05,21°,13°
	2011-05-07,26°,15°
	2011-05-09,26°,11°
	2011-05-11,28°,12°
	2011-05-13,27°,15°
	2011-05-15,27°,14°
	2011-05-17,29°,16°
	2011-05-19,25°,16°
	2011-05-21,26°,12°
	2011-05-23,30°,16°
	2011-05-25,27°,18°
	2011-05-27,29°,18°
	2011-05-29,28°,16°
	2011-06-01,32°,19°
	2011-06-03,33°,20°
	2011-06-05,33°,21°
	2011-06-07,36°,21°
	2011-06-09,32°,22°
	2011-06-11,29°,17°
	2011-06-13,33°,21°
	2011-06-15,32°,19°
	2011-06-17,29°,21°
	2011-06-19,34°,22°
	2011-06-21,34°,25°
	2011-06-23,28°,19°
	2011-06-25,31°,19°
	2011-06-27,32°,21°
	2011-06-29,30°,23°
	2011-07-01,27°,21°
	2011-07-03,33°,22°
	2011-07-05,33°,25°
	2011-07-07,32°,20°
	2011-07-09,35°,22°
	2011-07-11,33°,22°
	2011-07-13,32°,24°
	2011-07-15,32°,22°
	2011-07-17,30°,20°
	2011-07-19,29°,21°
	2011-07-21,29°,22°
	2011-07-23,32°,25°
	2011-07-25,30°,24°
	2011-07-27,33°,25°
	2011-07-29,27°,23°
	2011-08-01,35°,25°
	2011-08-03,33°,22°
	2011-08-05,31°,24°
	2011-08-07,31°,24°
	2011-08-09,35°,24°
	2011-08-11,33°,25°
	2011-08-13,31°,24°
	2011-08-15,27°,22°
	2011-08-17,31°,22°
	2011-08-19,29°,20°
	2011-08-21,31°,21°
	2011-08-23,30°,20°
	2011-08-25,27°,20°
	2011-08-27,28°,20°
	2011-08-29,30°,21°
	2011-09-01,28°,19°
	2011-09-03,27°,18°
	2011-09-05,30°,20°
	2011-09-07,26°,18°
	2011-09-09,24°,15°
	2011-09-11,24°,17°
	2011-09-13,23°,18°
	2011-09-15,25°,17°
	2011-09-17,20°,12°
	2011-09-19,22°,11°
	2011-09-21,27°,11°
	2011-09-23,26°,13°
	2011-09-25,27°,15°
	2011-09-27,25°,17°
	2011-09-29,22°,11°
	2011-10-01,21°,10°
	2011-10-03,21°,8°
	2011-10-05,25°,9°
	2011-10-07,24°,12°
	2011-10-09,23°,10°
	2011-10-11,23°,14°
	2011-10-13,20°,11°
	2011-10-15,20°,8°
	2011-10-17,20°,9°
	2011-10-19,19°,12°
	2011-10-21,18°,12°
	2011-10-23,16°,6°
	2011-10-25,16°,5°
	2011-10-27,16°,4°
	2011-10-29,17°,7°
	2011-11-01,16°,8°
	2011-11-03,14°,9°
	2011-11-05,14°,6°
	2011-11-07,14°,8°
	2011-11-09,15°,2°
	2011-11-11,13°,7°
	2011-11-13,12°,1°
	2011-11-15,12°,4°
	2011-11-17,9°,5°
	2011-11-19,8°,-3°
	2011-11-21,9°,1°
	2011-11-23,7°,-3°
	2011-11-25,5°,-1°
	2011-11-27,10°,0°
	2011-11-29,4°,-4°
	2011-12-01,4°,-2°
	2011-12-03,5°,-5°
	2011-12-05,2°,-1°
	2011-12-07,6°,-5°
	2011-12-09,1°,-5°
	2011-12-11,8°,-4°
	2011-12-13,4°,-4°
	2011-12-15,0°,-8°
	2011-12-17,3°,-9°
	2011-12-19,2°,-5°
	2011-12-21,3°,-7°
	2011-12-23,4°,-6°
	2011-12-25,4°,-7°
	2011-12-27,3°,-4°
	2011-12-29,-2°,-5°
