证券代码,证券简称,机构数,机构数变化,持股比例,持股比例增幅,占流通股比例,占流通股比例增幅
	300046,台基股份,1,-2,0.30,-0.90,0.30,-0.90
	000929,兰州黄河,1,-1,1.05,-1.10,1.05,-1.10
	688668,鼎通科技,1,-3,1.18,-6.73,1.18,-6.73
	603115,海星股份,1,-1,0.26,-0.83,0.26,-0.83
	688358,祥生医疗,1,-1,0.49,-1.00,0.49,-1.00
	300993,玉马遮阳,1,1,0.30,0.30,0.91,0.91
	600594,益佰制药,1,-1,0.27,-0.61,0.27,-0.61
	300927,江天化学,1,-3,0.69,-1.10,0.69,-2.18
	600189,泉阳泉,1,1,0.45,0.45,0.45,0.45
	002186,全聚德,1,0,0.33,-0.18,0.33,-0.18
	300387,富邦股份,1,-1,0.46,-0.41,0.46,-0.41
	300967,晓鸣股份,1,0,0.71,0.21,1.25,0.37
	000721,西安饮食,1,0,0.22,-0.03,0.29,-0.04
	300750,宁德时代,1,0,1.19,0.34,1.19,0.34
	600328,中盐化工,1,1,0.26,0.26,0.26,0.26
	688088,虹软科技,1,0,0.82,-0.56,0.82,-0.56
	300657,弘信电子,1,0,1.09,0.19,1.14,0.19
	001306,夏厦精密,1,-5,0.11,-1.86,0.46,-7.58
	605300,佳禾食品,1,-3,4.14,-0.27,28.76,-1.89
	300908,仲景食品,1,-1,0.79,-0.90,0.79,-0.90
	301208,中亦科技,1,-1,0.30,-0.24,0.65,-0.82
	301200,大族数控,1,-2,0.07,-0.11,0.49,-0.85
	688778,厦钨新能,1,-2,0.41,-0.65,0.84,-2.44
	603866,桃李面包,1,0,1.49,0.10,1.49,0.10
	600674,川投能源,1,-1,0.53,-0.43,0.53,-0.43
	688018,乐鑫科技,1,-2,0.75,-1.58,0.75,-1.58
	002677,浙江美大,1,0,0.18,-0.03,0.18,-0.03
	301429,森泰股份,1,-2,0.21,-0.72,0.86,-2.87
	002644,佛慈制药,1,1,0.28,0.28,0.28,0.28
	002978,安宁股份,1,-1,0.27,-0.06,0.27,-0.06
	605255,天普股份,1,-1,0.24,-0.52,0.24,-0.52
	600333,长春燃气,1,1,0.26,0.26,0.26,0.26
	002458,益生股份,1,-1,0.80,-0.44,0.90,-0.48
	002469,三维化学,1,0,0.40,0.03,0.40,0.03
	300703,创源股份,1,0,1.78,0.91,1.78,0.91
	600557,康缘药业,1,0,1.47,0.19,1.48,0.18
	300254,仟源医药,1,0,0.88,-0.20,0.88,-0.20
	300600,国瑞科技,1,1,0.41,0.41,0.41,0.41
	601568,北元集团,1,0,0.34,0.18,0.53,0.28
	002920,德赛西威,1,0,1.14,0.00,1.14,0.00
	300046,台基股份,1,-2,0.30,-0.90,0.30,-0.90
	603919,金徽酒,1,0,3.61,-0.22,3.61,-0.22
	301070,开勒股份,1,0,1.91,0.40,2.77,0.57
	300930,屹通新材,1,-2,0.35,-0.72,0.35,-3.28
	002676,顺威股份,1,1,0.77,0.77,0.77,0.77
	300254,仟源医药,1,0,0.88,-0.20,0.88,-0.20
	600557,康缘药业,1,0,1.47,0.19,1.48,0.18
	301058,中粮科工,1,-3,0.22,-2.34,0.57,-5.89
	002469,三维化学,1,0,0.40,0.03,0.40,0.03
	600829,人民同泰,1,1,0.13,0.13,0.13,0.13
	600333,长春燃气,1,1,0.26,0.26,0.26,0.26
	300775,三角防务,1,0,1.25,0.41,1.26,0.42
	688266,泽璟制药,1,-1,3.06,0.78,3.06,-0.54
	002644,佛慈制药,1,1,0.28,0.28,0.28,0.28
	001318,阳光乳业,1,1,0.14,0.14,0.50,0.50
	688799,华纳药厂,1,-1,0.77,-0.76,1.27,-1.26
	300680,隆盛科技,1,-2,0.74,-2.36,0.74,-2.37
	600674,川投能源,1,-1,0.53,-0.43,0.53,-0.43
	300558,贝达药业,1,-1,1.25,-1.07,1.25,-1.07
	300927,江天化学,1,-3,0.69,-1.10,0.69,-2.18
	301200,大族数控,1,-2,0.07,-0.11,0.49,-0.85
	300058,蓝色光标,1,-1,1.15,-0.12,1.15,-0.12
	603186,华正新材,1,-5,0.63,-7.40,0.63,-7.41
	688018,乐鑫科技,1,-2,0.75,-1.58,0.75,-1.58
	002415,海康威视,1,1,0.43,0.43,0.44,0.44
	300657,弘信电子,1,0,1.09,0.19,1.14,0.19
	688489,三未信安,1,-2,0.16,-1.42,0.36,-3.23
	600388,龙净环保,1,0,0.92,-0.32,0.92,-0.32
	300750,宁德时代,1,0,1.19,0.34,1.19,0.34
	000721,西安饮食,1,0,0.22,-0.03,0.29,-0.04
	002186,全聚德,1,0,0.33,-0.18,0.33,-0.18
	301469,恒达新材,1,-1,0.11,-0.53,0.47,-2.24
	002017,东信和平,1,1,0.26,0.26,0.26,0.26
	600189,泉阳泉,1,1,0.45,0.45,0.45,0.45
	301071,力量钻石,1,1,1.04,1.04,2.07,2.07
	301382,蜂助手,1,-1,0.23,-0.29,1.01,-1.31
	002677,浙江美大,1,0,0.18,-0.03,0.18,-0.03
	300527,中船应急,1,0,0.31,-0.05,0.31,-0.05
	002920,德赛西威,1,0,1.14,0.00,1.14,0.00
	300908,仲景食品,1,-1,0.79,-0.90,0.79,-0.90
