Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
China,CHN,89.52021424,75.80556079,70.90915243,74.31337177,85.49824259,98.4864177,104.3241848,96.58917883,91.4723839,100.1295372,113.1625778,118.654144,131.8855585,157.0891109,160.1476879,178.3396141,165.4042624,185.4205374,156.3963885,183.9831522,194.8047222,197.0714745,203.3349195,225.4319289,250.713969,294.4588485,281.9281209,251.811957,283.5376952,310.8819124,317.884673,333.1421454,366.4606923,377.3898395,473.4899164,609.6043379,709.4158882,781.7425612,828.594691,873.2923363,959.3604314,1053.112314,1148.514257,1288.637491,1508.667916,1753.414192,2099.21943,2693.958732,3468.327063,3832.227457,4550.473944,5614.386022,6300.58218,7020.386074,7636.07434,8016.445595,8094.390167,8817.045608,9905.406383,10143.86022,10408.71955,12617.5051,12662.58267,12614.06174
Cote d'Ivoire,CIV,148.680789,162.2627644,163.0766797,185.076826,215.5062403,207.0448386,221.7863922,225.6209341,256.7687143,262.192286,268.9577336,280.3336602,312.9423481,405.5689795,474.2238614,574.6264059,660.5386182,855.6556914,1039.114983,1157.001398,1237.802168,985.5075479,849.4797054,737.4499687,708.9402522,694.9516915,877.1549568,929.611363,909.5341822,832.559838,885.6478422,827.2418892,844.9022238,804.1496572,581.8884686,740.4730999,1170.23622,1124.656749,1177.371338,1096.135206,936.6365413,924.727295,967.8158644,1111.171351,1199.825245,1197.74617,1230.430568,1367.538177,1583.970667,1540.453936,1553.54887,1596.628266,1546.946018,1786.15862,1991.365394,1814.718551,1862.595971,1964.299303,2130.866194,2141.768362,2179.729348,2455.981276,2308.706547,2530.846593
Cameroon,CMR,119.0539412,124.5931656,130.0425699,131.6420147,139.2281096,142.7043076,145.8059828,156.6212907,170.7826665,175.1504964,178.488983,186.7248204,220.108721,271.7572901,299.9083395,386.2364503,381.4299153,435.4086563,581.989336,718.356902,784.1162271,749.8475413,732.2507197,745.5131895,771.702146,875.3377217,1178.59375,1258.314128,1145.16556,1000.892613,1086.717009,1014.828973,1005.448976,1309.9363,700.7095019,832.0066745,826.9653223,783.2516019,798.7456214,796.2626498,708.5657316,715.4702965,789.6238111,988.2412768,1133.393267,1142.624663,1191.45459,1325.672482,1492.142698,1461.389992,1398.58702,1513.96057,1449.098744,1575.928821,1649.443391,1415.000097,1441.720173,1496.089518,1610.696416,1555.226605,1555.603707,1672.326573,1604.87727,1736.860911
"Congo, Dem. Rep.",COD,220.0745502,197.0803952,235.1272906,376.38337,169.9492598,232.0373974,252.7703618,183.2910865,205.6459958,257.1446367,242.2197598,270.336629,290.5118033,360.5625916,428.0749545,444.6938995,408.422391,509.4883687,615.0841953,582.0894322,538.9118394,455.912227,481.7409782,376.2854799,259.8018895,230.1322552,250.900914,230.0864158,257.7251517,254.2310379,254.8726563,239.6247728,209.1882526,263.3732745,136.5425725,127.0080787,127.4160884,132.3235611,131.4613484,96.31922435,377.9254215,142.6781426,162.3805291,161.4915535,180.664765,203.5616689,238.4176394,267.8885088,307.3196386,280.7980515,314.5385863,364.7141918,400.0599018,431.1915282,458.0045418,467.9145805,442.3104721,436.5845347,528.2560198,557.0441613,507.5212301,558.0340773,642.6122658,627.5021817
"Congo, Rep.",COG,124.6596704,139.8720744,149.5912499,150.650752,158.0619645,164.1868928,177.5513442,185.6566036,190.8422573,195.4310236,196.7324156,223.5387238,276.2718495,353.3809938,369.9451839,471.4736282,452.5781472,448.1367824,502.7042514,670.2452231,932.6467155,1066.186777,1130.97081,1075.348258,1097.049586,1049.318214,872.0486976,1052.338935,984.3762858,1032.864975,1175.667091,1112.535212,1164.22443,1034.372008,661.9042737,769.6067948,898.7940502,804.3040501,660.3797751,776.4163497,1024.301591,854.5983144,905.5381355,1016.823634,1306.101363,1799.051584,2103.582138,2206.471019,2832.091778,2271.152192,2946.557981,3396.165058,3732.327373,3697.417059,3601.236581,2439.351894,2093.107286,2211.633099,2694.434132,2488.424667,1993.586672,2516.162551,2620.838043,2477.978455
Colombia,COL,258.3044336,282.0994405,298.5438617,282.5883303,338.6759353,317.0645634,290.253386,302.8325078,301.5265028,317.8687981,345.8791016,366.8251679,397.4121174,462.0643757,541.7499016,561.0980361,643.0079145,798.2030216,932.3926951,1095.031384,1279.501167,1362.183325,1425.399368,1383.792461,1335.528218,1192.218775,1169.462121,1192.588286,1259.617411,1244.326946,1474.845529,1499.711042,1729.663973,1930.059765,2325.975573,2583.349914,2664.456256,2873.200188,2605.999381,2243.64205,2555.00751,2472.99084,2428.929698,2311.942188,2818.571954,3456.066109,3789.853612,4769.926147,5541.836297,5250.972924,6398.295845,7400.99407,8108.598382,8279.102556,8187.208249,6248.514905,5959.842504,6479.532313,6816.968183,6472.545449,5339.687114,6222.621644,6674.596019,6947.359287
Comoros,COM,,,,,,,,,,,,,,,,,,,,,628.3833744,565.2277077,515.2308025,521.7993885,489.0866775,506.566456,699.1864174,822.3532672,845.413856,788.442399,966.3203846,930.9695614,983.3925336,956.0875758,662.0231887,812.2159968,793.5248472,717.727665,716.4322401,727.2583601,655.0077967,691.6999088,762.1169303,959.7878945,1091.272164,1103.206585,1154.904223,1289.736311,1455.027686,1410.30517,1386.574243,1531.437894,1490.315114,1603.327971,1615.717237,1329.370482,1365.484034,1423.924803,1540.711323,1519.263864,1527.16991,1584.124502,1489.495663,1590.312377
Cabo Verde,CPV,,,,,,,,,,,,,,,,,,,,,439.9826024,425.4076887,422.664668,410.1126467,385.45142,396.4941915,541.1429856,658.4151914,729.4700128,727.1516856,817.4429255,831.6138876,907.8479095,1220.049979,991.1089744,1165.138323,1179.515227,1133.574226,1186.742948,1326.744669,1189.514793,1223.330553,1328.578743,1717.975654,1929.490815,2004.146804,2256.996662,3324.576752,3908.648858,3659.720464,3579.460061,4002.013869,3736.81517,3960.975968,3985.607065,3415.062667,3608.966066,3893.095723,4294.965105,4380.781192,3539.22662,3971.444074,4323.313627,4850.984158
Costa Rica,CRI,382.3091218,355.8444479,335.221589,345.5053691,353.7108968,373.8356901,395.1524985,413.996506,444.8052569,477.0813467,535.5396797,570.3602295,638.8510116,768.9447174,817.0766914,936.9931967,1123.281791,1393.375138,1555.837161,1734.595602,2020.990675,1068.046722,1032.405482,1212.557653,1372.201498,1429.378364,1568.564097,1567.032051,1554.740485,1725.139362,1829.668709,2253.381915,2612.387565,2840.387065,3039.563286,3275.252564,3226.963956,3407.776129,3617.457567,3690.961548,3812.753883,3985.129845,4067.718514,4173.148564,4431.011721,4703.007218,5256.596409,6137.711999,6937.242616,6832.698299,8265.788203,9276.391075,10126.9991,10803.2402,10911.49788,11714.7106,12091.03016,12317.09028,12590.24938,12884.686,12394.0494,12838.11854,13625.90085,16942.02681
Caribbean small states,CSS,374.1942848,399.5178647,419.3339274,427.2853951,453.8173231,492.5283128,546.9105946,603.2847212,619.1244332,684.0413614,707.6315176,751.7148943,782.5563969,874.9946355,993.4829503,1081.930064,1102.540776,1252.232937,1430.763605,1682.389341,2037.680066,2176.805921,2237.233727,2342.434974,2546.526248,2739.276129,2961.382636,3181.834692,3465.093897,3461.70036,3540.01545,3576.502976,3615.794333,3726.298403,3975.758136,4160.117889,4423.169242,5609.753015,6038.837303,6353.305409,6626.895152,6628.936948,6957.15483,7098.968544,7417.591195,8063.660513,9344.431642,10042.3691,10440.09329,10122.42306,10638.16939,10801.13891,11305.60619,11336.21604,11603.94055,11835.28722,11358.70308,11775.3905,12047.85281,12356.32164,10270.79047,11920.34276,15564.55762,16906.56721
Cuba,CUB,,,,,,,,,,,645.1449178,770.0849697,891.6317492,1079.130815,1216.741482,1374.23964,1440.730461,1472.378817,1837.39107,2005.913263,2030.933623,2045.852312,2113.808589,2222.488512,2386.445951,2256.569487,2364.895598,2439.584003,2632.041768,2565.541179,2694.31698,2268.834932,2047.679003,2063.203663,2613.289719,2785.24443,2282.188093,2306.424834,2332.306561,2561.779804,2751.381771,2842.967043,3005.211042,3202.781099,3399.219629,3786.337992,4329.98266,4807.43889,4986.124365,5089.235198,5272.267558,6104.461052,6470.836734,6828.364282,7146.704591,7727.919972,8110.55874,8610.608295,8911.46206,9232.261159,9605.261251,,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15841.26124,16609.84545,16723.69253,16695.73511,16671.34034,17032.33566,17400.16378,18005.71659,19423.33524,19540.24766,19847.23101,19426.32638,19809.82232,19721.29216,19623.02999,19361.813,18944.09615,18938.24405,19119.12439,19220.6867,16356.09336,17980.08884,20501.75228,22192.4453
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87085.09374,89888.26182,89655.11962,81373.57115,76837.66996,75280.96076,75101.59136,75113.73324,75845.30604,76379.20951,77802.25416,80053.94445,83865.55316,88254.29037,82338.79829,86438.44526,92202.1478,97749.5079
Cyprus,CYP,,,,,,,,,,,,,,,,976.329834,1157.411499,1476.247925,1929.400024,2559.227539,4232.022949,4033.240479,4122.784668,4091.048584,4258.743652,4488.287109,5642.631348,6690.578125,7645.629883,8038.914063,9641.575195,9696.099609,11310.07227,10526.1416,11617.69238,15261.41699,15139.2207,14234.24121,15092.82813,15287.91797,14388.35254,14821.44922,16093.21582,20252.24609,23792.61914,24959.26172,26729.28125,31244.87891,35397.29688,32236.44922,31105.02734,32485.79688,28991.93555,27797.45703,27244.35156,23487.22852,24715.1543,26696.99023,29599.98633,29703.05273,28649.01563,33734.29297,33938.94531,36551.41797
Czechia,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3969.367335,2917.086555,3396.709724,3984.146344,4663.286653,5865.294606,6573.196431,6069.387624,6526.596358,6377.621108,6062.921528,6669.074948,8101.260186,9852.456779,11782.55467,13442.49163,15259.07882,18452.65328,22774.70451,19817.42158,20160.43551,22049.10808,20014.0354,20260.4955,20038.41632,17931.59877,18753.96867,20913.19763,23705.93298,24062.719,23472.89155,27696.46195,28282.22367,31591.17707
Germany,DEU,1162.122668,1315.907878,1430.520955,1502.154529,1637.455228,1774.19869,1870.805403,1885.615966,2025.081595,2281.275982,2771.283105,3203.828848,3823.940326,5065.245233,5659.737878,6259.207445,6659.165466,7711.10232,9516.782832,11322.35434,12182.78002,10246.47676,9950.05926,9900.485592,9347.290684,9464.116947,13511.152,16738.61328,17996.97835,17829.46095,22385.67783,23443.33508,26559.85439,25616.65088,27201.95936,31747.24494,30599.7891,27046.95655,27395.94406,26965.49228,23925.85599,23878.36415,25486.5942,30711.10225,34566.73591,35084.43635,36980.33499,42350.92172,46386.32959,42487.21371,42409.9357,47646.58204,44735.58823,47220.01021,48971.08247,41911.01099,42961.03569,45526.59996,48874.8595,47623.86561,47379.76519,52265.65416,49686.11546,54343.22651
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,846.7855381,,821.6825704,816.8746141,781.9168387,780.4977194,732.7331016,763.6592145,758.7338427,784.5562074,786.2018667,761.9436595,748.2328402,735.3491079,740.2193098,737.6121836,742.1337911,743.0132704,764.6344652,806.2616529,844.4483574,898.4646281,969.5732202,1119.152333,1150.937586,1213.233526,1306.345528,1400.193579,2074.296689,2208.678103,2376.125547,2510.430008,2618.955211,2718.085323,2837.171033,2881.999245,3019.693439,3231.300153,3554.839189
Dominica,DMA,,,,,,,,,,,,,,,,,,633.5517417,785.5758148,754.0914608,996.1913623,1124.974531,1231.669281,1363.438008,1514.892177,1665.532072,1892.865565,2138.303851,2423.325743,2639.049548,2892.981597,3171.365778,3376.260501,3536.156092,3805.202788,3951.722671,4210.99532,4372.19713,4664.242681,4817.181055,4867.398963,4981.895849,4873.6422,5009.573932,5348.949001,5299.495964,5671.770657,6120.442054,6654.499214,7102.02826,7171.552389,7255.672106,7031.399871,7147.619541,7395.302597,7679.832936,8278.447686,7614.34028,8137.565206,9009.090115,7461.779332,8262.650913,9085.674128,9832.996431
Denmark,DNK,1389.021394,1530.53779,1711.218138,1807.252792,2049.397243,2284.228505,2487.136271,2700.746379,2776.135445,3151.133243,3464.455183,3845.599068,4653.955879,6116.891992,6763.865929,7988.156133,8773.339616,9769.578643,11817.62509,13757.23437,13822.15784,12000.21038,11740.21991,11796.5692,11516.68216,12212.7874,17136.62974,21295.67686,22524.57926,21882.15175,26885.69942,27002.80577,29579.49136,27581.72411,29967.83039,35321.09808,35621.98781,32779.87905,33346.48843,33426.23811,30722.02518,30768.47755,33257.16226,40519.09749,46625.0501,48925.80767,52119.1788,58631.65664,64616.66576,58412.74724,58104.54456,61809.7379,58443.77471,61377.59406,62520.45097,53094.01336,54500.92604,57521.5515,61324.7665,59404.26632,60985.48856,69727.98737,68091.31911,68453.87693
Dominican Republic,DOM,205.7315099,193.9089888,236.8147,262.186358,277.2971582,233.1605742,250.8766915,256.2065974,259.5744384,287.6993057,337.6681237,368.3496477,427.2248464,490.3154953,595.3566778,713.1681691,762.778347,862.9760492,868.3973718,983.7397065,1180.180893,1288.465631,1376.268205,1499.955753,1843.524608,784.4888096,931.6595301,868.0875578,783.9131421,954.9145044,989.1639412,1345.846737,1558.297821,1722.41996,1891.670557,2109.169407,2270.865587,2448.893935,2607.854573,2620.889682,2831.458836,2935.893673,3065.603295,2383.261718,2451.691616,3878.312067,4055.142703,4649.645589,5026.840911,4977.798844,5484.646379,5834.705907,6025.725827,6149.027489,6512.507714,6819.932252,7174.823496,7499.692862,7934.981412,8164.220809,7162.291752,8472.47982,10109.5234,10717.62767
Algeria,DZA,238.3924767,209.3706727,169.6028627,225.5846602,238.8638015,253.62206,241.4489696,261.7924421,292.4360364,315.9146557,352.8457666,360.1110817,469.0309965,589.5181269,872.8892774,992.3020374,1080.386207,1232.494187,1505.942221,1843.119296,2275.779712,2307.334344,2274.87801,2373.82512,2524.380714,2632.517111,2800.202708,2847.077669,2450.872421,2247.460271,2445.183327,1759.112016,1802.693008,1831.04801,1525.540618,1466.948068,1616.831987,1628.761006,1603.366232,1596.118222,1772.928691,1896.300209,1937.464114,2283.772993,2816.99385,3233.133396,3660.661047,4167.451699,5180.918815,4235.429905,4912.785855,5916.313644,6033.648847,5979.60139,6094.693923,4685.059027,4424.98529,4554.66754,4577.210292,4468.453419,3743.541952,4160.559267,4961.552577,5364.02795
East Asia & Pacific (excluding high income),EAP,90.12927383,79.43800297,71.50068031,75.39705008,84.9969411,96.65045959,102.9082022,97.37652585,95.91158849,104.977137,113.787115,118.9736239,132.1800259,162.4610809,180.2214293,198.4662703,198.3523249,225.0186567,214.9970172,245.0494902,278.4274998,292.7111001,302.2386824,311.1620199,331.8105944,357.513086,350.6593692,340.6196463,371.5794721,395.0366729,416.4994856,445.1043134,492.0974159,532.7923201,632.6541457,770.1438971,873.2895219,892.1315338,804.4715307,876.167058,954.4651712,1006.001553,1103.590673,1238.620986,1424.599711,1637.024099,1956.033454,2453.504419,3080.236227,3314.60145,4004.410055,4853.385352,5364.230699,5867.354666,6276.042179,6482.993156,6575.525088,7133.000059,7925.424765,8153.621406,8245.715216,9795.319389,9901.264099,9900.613565
Early-demographic dividend,EAR,156.2669556,162.2472743,162.4680403,167.9878138,187.7702867,198.6703943,192.0412891,197.7893995,210.3318403,229.3145622,238.1197167,250.2908858,269.687412,336.7115428,460.5426407,481.0039997,512.7104964,559.4614662,624.2017075,716.8242014,868.8312865,937.6843779,871.0000919,856.7556113,847.2013834,823.9573235,807.8830485,800.986201,825.228789,819.793113,937.515168,971.7127799,1032.628741,1090.580304,1122.832316,1122.372275,1192.272493,1247.75313,1209.046347,1254.859343,1345.960967,1310.876994,1251.00893,1368.161337,1562.5943,1787.409549,2010.14276,2341.1199,2592.625295,2455.417372,2936.705309,3259.608089,3356.981832,3357.744756,3424.550259,3211.780127,3262.320018,3496.771648,3503.213201,3527.543272,3240.951502,3732.868491,4076.367491,4256.784144
East Asia & Pacific,EAS,150.6907458,151.6215471,153.0689884,166.7626567,187.0642431,203.414154,221.8793113,235.3996901,253.7491284,285.2034861,320.1811478,346.6277927,420.9826273,542.753233,613.3980788,659.1060815,713.0451483,836.7763768,1041.174595,1113.598326,1187.091696,1288.041228,1241.273341,1300.055333,1369.839079,1423.135097,1831.201509,2115.437747,2502.058647,2564.915711,2637.060573,2936.477817,3167.016907,3497.435228,3862.947167,4332.698876,4124.556411,3896.451235,3448.60462,3813.612615,4086.518124,3765.764966,3793.345415,4138.943938,4606.368383,4878.311076,5131.872991,5691.537335,6514.168316,6654.358927,7712.665045,8875.655491,9416.215899,9446.409165,9672.058568,9562.106164,9832.130363,10428.63218,11285.89723,11458.79584,11464.10129,13117.39899,12889.9062,12908.63771
Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188.014475,1299.118878,1455.339968,1720.468518,1641.627714,1566.850248,1607.956878,1253.992341,1430.456011,1511.485626,1598.605015,1940.277677,1765.522466,1788.232062,1526.97979,1768.778037,2245.297839,2876.768379,3566.868996,4129.79367,5187.17828,6167.503829,5103.744341,5994.384834,6762.379471,7072.258247,7646.123413,7272.884448,6282.673041,5977.234888,6111.817064,5952.352265,6020.750795,5733.538812,6623.50479,7247.734917,8548.010378
Europe & Central Asia,ECS,638.4677112,694.412076,750.7804388,811.7158126,886.9585307,956.7471436,1024.944693,1078.823147,1126.278837,1238.145075,1381.236341,1546.824149,1839.755,2322.412012,2604.650284,3019.04582,3117.115718,3501.803702,4262.566245,5162.3084,5795.046637,5128.572384,4914.187552,4738.387064,4527.695076,4656.165325,6311.771077,7746.16447,8570.659909,8630.891055,10494.29415,10763.97022,11480.9844,10513.47044,10969.10426,12648.02713,12886.1909,12204.3016,12504.21967,12364.71689,11645.08168,11749.49714,12843.69967,15577.40775,18105.81526,19219.88628,20756.97262,24183.35542,26512.67649,23249.13119,23699.49514,26241.04351,25165.12693,26175.77032,26425.75248,22657.30949,22476.26688,23755.7381,25340.15366,24958.38598,24091.34169,27591.24375,27731.76954,29789.15403
Ecuador,ECU,450.7763171,371.3951765,312.4354102,364.7435941,435.7634632,450.0497827,444.623112,453.6452859,445.2279892,520.8439846,465.0403198,434.4158803,487.9720472,578.9549308,953.8465583,1086.176151,1241.910985,1464.940584,1541.137604,1783.292806,2189.784177,2600.571528,2314.383545,1940.233932,1863.682135,1841.779055,1604.246981,1426.016292,1303.779061,1356.280456,1455.007485,1587.3605,1655.446132,1697.888841,1996.858948,2108.006982,2135.847937,2340.766,2284.015728,1575.302347,1382.234218,1791.303597,2059.158554,2315.622152,2586.209147,2909.02606,3243.670104,3478.924888,4194.757507,4053.363311,4520.30959,5153.691642,5634.083932,6109.290315,6405.799793,5976.159681,5917.637713,6233.322448,6303.918925,6205.057595,5463.645096,6075.802657,6540.998245,6609.804082
"Egypt, Arab Rep.",EGY,156.3873909,162.8416373,142.409573,143.9283987,157.7165323,161.5671236,168.0543429,174.1030445,179.7740967,192.9649088,232.2724923,242.9710703,256.4828156,272.1827101,243.0614739,299.2175183,334.6099185,353.4038337,354.6742463,420.8582169,493.0535733,490.3087969,595.9188982,648.0136298,689.8076755,769.7551371,790.2017937,753.7222637,633.8393695,701.0377179,735.982935,622.829605,680.7992386,740.3342174,807.3035372,916.3266177,1008.976376,1146.201721,1212.822598,1268.309492,1366.092744,1295.137418,1116.828846,1031.275563,991.2556891,1104.803407,1298.979002,1547.741707,1896.215943,2161.639646,2455.081946,2590.643849,2996.067707,3025.525636,3133.391023,3306.981594,3270.628777,2395.103333,2484.703156,2962.98892,3511.11381,3827.354154,4233.307837,3457.456916
Euro area,EMU,930.6466981,1026.605406,1125.784138,1228.376782,1349.145918,1462.137637,1569.242561,1655.918452,1768.533448,1962.344294,2210.535158,2491.161363,2989.597929,3857.615662,4350.250302,5015.424343,5213.073946,5908.687187,7203.605631,8690.838589,9689.637563,8385.37449,8096.36448,7882.887477,7550.829866,7742.595063,10846.47289,13379.9532,14667.43265,14916.08121,18683.51162,19305.46502,21178.52564,19310.81301,20344.76552,23430.2421,23652.35208,21582.23021,22144.69486,22011.26099,20039.40027,20289.82937,22049.34824,27017.62091,30816.54015,31800.44303,33671.9314,38580.6162,42222.57824,38519.97018,37555.17227,40651.69334,37558.51846,39109.1766,39926.34434,34415.61535,35178.85027,37181.1343,40068.52155,39217.384,38241.57565,42978.88179,41454.16602,45130.12405
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.240963,252.0857771,277.8014236,285.402184,325.8387054,318.9809608,341.917364,311.3362093,314.3573968,325.4091615,304.7757565,348.9503271,426.8409479,412.7530792,447.9974047,480.4476237,490.066956,642.9257229,539.6995121,688.6816596,,,,,,,,,,,,
Spain,ESP,407.9630279,463.1904409,535.3910595,627.278451,694.9520868,797.3770662,915.6292337,996.5718635,978.2923738,1109.136371,1211.423433,1361.192519,1707.588001,2245.947991,2747.960367,3207.544651,3276.970233,3624.999403,4353.327374,5766.092967,6204.143215,5367.329763,5156.023038,4475.301268,4486.781739,4696.298796,6508.850655,8233.72823,9696.192854,10674.34102,13795.01594,14801.32262,16100.67994,13330.37982,13405.70441,15460.91103,16100.62158,14722.37176,15382.33486,15707.94731,14743.2671,15368.2338,17111.06851,21522.0171,24925.02678,26450.95301,28421.68653,32652.01559,35603.24833,32279.82085,30658.74223,31824.62191,28456.44382,29218.91052,29694.88749,25969.83831,26740.68518,28367.93926,30592.12648,29776.20115,27230.35999,30817.68286,30287.36576,33509.0128
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685.908893,2819.126121,3134.389753,3380.926302,3682.952301,4093.392477,4140.936602,4070.609024,4502.66615,5343.183108,7205.407033,8916.072827,10414.63812,12641.4801,16745.4308,18205.90641,14712.44942,14663.7041,17555.54552,17568.2138,19310.38749,20581.7899,17722.15577,18666.37365,20851.52235,23618.13613,24021.25014,23933.99394,27953.76702,28451.14778,30133.30445
Ethiopia,ETH,75.33960907,76.73019664,77.79018498,79.17263437,83.83686483,88.85002941,93.15494679,96.08647474,99.4743651,102.2801777,109.4304663,112.7366743,119.8399971,134.935511,147.8557225,144.2805376,151.9561866,170.4041437,178.3024806,192.3571173,203.6853944,212.657518,215.2509855,232.6834744,214.2288604,243.8973826,245.9772288,254.1213294,253.2482625,256.3864753,262.1089711,277.5659104,207.4064009,168.5204014,127.6859235,136.5236191,147.3274589,143.3695315,126.4650958,120.7346315,122.2692026,118.4572043,109.5938136,116.8004911,133.1698125,158.2434581,189.3457375,237.146256,316.4104751,368.5747123,330.6194128,343.0249424,452.1010319,484.0398331,549.9865771,621.8456738,696.1958847,745.6324492,747.9681436,828.7089723,905.3131758,910.9478403,1011.073286,1272.016282
European Union,EUU,796.5429609,877.7233552,962.0596991,1048.011132,1152.265083,1250.438876,1343.192791,1419.412507,1512.727951,1676.513043,1885.360546,2119.405133,2540.052624,3266.421828,3675.38763,4252.253506,4432.403177,4997.748678,6057.619184,7288.681429,8116.264349,7053.452344,6783.137184,6578.439973,6325.904094,6490.098833,9041.927356,11144.75875,12196.67668,12414.12055,15470.15143,15959.65055,17473.91399,15908.47737,16825.77551,19469.75027,19754.83968,18093.38866,18616.33585,18506.37379,16975.91504,17230.65037,18799.09543,23025.75561,26377.60338,27444.18123,29217.95385,33729.27359,37203.13725,33670.62667,33164.00485,36020.48635,33378.82742,34803.34614,35539.2021,30716.62957,31404.4306,33327.66749,36002.56405,35341.57033,34635.48959,39180.37584,37948.95054,41422.79997
Fragile and conflict affected situations,FCS,139.1664538,142.2477684,153.8141943,171.9728194,152.2256543,163.5854935,170.728659,164.6864713,177.9195957,195.2474809,227.3676884,228.9138693,259.051797,313.0539075,460.2000753,492.9352521,571.753515,616.6945217,659.9589403,811.3841483,1002.983355,1292.716993,1206.648593,1018.154565,894.7289389,888.3613155,800.0174269,785.9633413,834.1938281,806.5500081,1120.162308,772.8094618,671.9885403,666.7484572,652.1933645,776.3008286,819.8058935,898.1603508,901.0560445,657.1647633,751.402387,718.6829537,684.3644992,702.9705229,870.4271346,1074.749889,1314.212802,1573.221083,1963.209854,1735.216052,2009.659004,2047.73072,2235.799786,2267.604041,2351.212735,1810.689302,1632.337453,1702.908452,1819.003021,1890.22007,1680.968847,1753.547754,1892.622706,1830.332718
Finland,FIN,1191.855089,1341.499006,1426.667564,1538.457034,1725.604835,1902.038472,2031.523314,2055.753068,1927.293805,2201.124152,2465.864555,2716.432235,3177.928793,4173.544852,5298.080088,6256.102451,6740.291453,7069.735651,7629.495725,9333.076956,11224.938,10925.09572,10935.31106,10493.96266,10830.21852,11394.1921,14946.99262,18565.02644,22043.77016,23969.0528,28366.20428,25488.84505,22320.11247,17588.67817,20278.2911,26246.27432,25756.67771,24682.29083,25999.98617,26180.41286,24335.92251,24965.203,26989.38926,32920.08572,37768.13342,39049.87038,41214.01878,48473.02401,53769.47262,47478.34953,46506.2919,51060.32426,47551.67408,49691.01452,50073.77608,42560.34568,43451.25624,46085.01747,49654.2497,48358.18078,48828.68469,53099.13514,50438.4754,52925.68976
Fiji,FJI,277.4315355,280.2733667,285.473073,291.3835738,305.5322031,311.2410729,309.574409,325.9865454,327.3574165,349.813973,413.9372165,457.8445999,575.2174821,761.6840674,984.3135239,1188.184242,1186.166485,1203.57268,1354.811441,1626.66019,1873.31098,1879.363151,1773.143925,1628.049012,1666.865725,1576.720691,1745.241266,1569.46727,1463.047202,1543.296172,1728.940769,1774.992111,1951.255929,2070.047341,2297.180059,2466.743478,2648.327663,2573.723386,2010.496361,2327.957205,1995.720712,1944.997415,2136.567941,2655.580796,3097.190967,3377.69127,3455.105999,3762.746928,3899.922315,3164.132754,3449.144529,4139.602886,4341.403387,4572.443775,5293.356791,5097.531088,5363.790256,5826.848141,6085.419792,5950.828686,4844.42129,4696.171019,5405.030074,5888.736686
France,FRA,1302.531497,1394.535571,1547.620259,1717.703791,1884.137914,2015.37981,2165.072795,2321.469184,2512.620174,2723.567305,2825.129723,3128.386121,3806.887889,4913.527078,5267.3533,6606.701467,6794.617393,7464.907845,9166.59012,11062.57317,12565.16394,10955.9003,10359.89207,9862.284494,9311.894265,9657.019385,13430.48246,16175.70905,17549.64405,17547.26454,21586.46746,21500.77784,23615.01686,22238.82506,23359.89851,26791.8152,26757.63515,24169.40081,24869.40308,24576.31523,22340.59395,22331.79483,24144.5727,29479.52221,33644.92822,34696.37183,36431.56589,41486.19078,45464.81814,41728.08842,40694.82117,43929.78409,40863.58144,42669.17951,43148.04593,36702.43237,37024.21571,38687.16264,41418.17665,40408.28486,39169.8606,43725.09995,41082.81193,44690.93454
Faroe Islands,FRO,,,,,,1594.478841,1749.161535,1780.157076,1735.534256,1849.438538,2219.376867,2563.601862,3046.45915,4067.929807,4906.275143,5605.512621,6593.621293,8387.149239,9479.437545,10549.34015,11446.28297,10458.09653,10052.91923,10893.33171,9437.293474,10048.94833,14933.86852,18982.64753,20453.53092,18181.22837,20125.79407,19163.95934,19300.6622,16374.17833,16976.30954,20669.6792,22706.21649,21158.89247,24729.01991,24978.62108,23322.75934,24879.77296,26937.65056,31269.6032,35647.54404,36389.08164,41743.68128,48348.73937,51287.89111,47059.19473,47923.15154,51618.99078,50261.96163,55758.20837,60172.06325,52635.03755,56875.28038,59384.98621,62524.03874,63064.63431,62236.08666,68736.50561,66108.73365,71717.70422
