Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
China,CHN,59716249311,50056685957,47209186415,50706614526,59708125204,70436008642,76720005492,72881364882,70846276051,79705614855,92602634892,99800593791,1.13689E+11,1.38543E+11,1.44189E+11,1.6343E+11,1.53939E+11,1.74936E+11,1.49541E+11,1.78281E+11,1.91149E+11,1.95866E+11,2.0509E+11,2.30687E+11,2.59947E+11,3.09488E+11,3.00758E+11,2.72973E+11,3.12354E+11,3.47768E+11,3.60858E+11,3.83373E+11,4.26916E+11,4.44731E+11,5.64322E+11,7.34485E+11,8.63749E+11,9.61602E+11,1.02906E+12,1.094E+12,1.21133E+12,1.3394E+12,1.47056E+12,1.66028E+12,1.95535E+12,2.28596E+12,2.75212E+12,3.55033E+12,4.59434E+12,5.10169E+12,6.08719E+12,7.55155E+12,8.53219E+12,9.57047E+12,1.04756E+13,1.10616E+13,1.12333E+13,1.23105E+13,1.38949E+13,1.428E+13,1.46877E+13,1.78205E+13,1.78818E+13,1.77948E+13
Cote d'Ivoire,CIV,546203559.3,618245634.2,645284473.7,761047198,921063326.6,919771228.8,1024102880,1082922725,1281281277,1361360293,1455482795,1584128509,1849400402,2508421426,3070152309,3893839190,4662053825,6265068189,7900526298,9142933967,10175617609,8432589942,7567110849,6838184773,6841639247,6977650644,9158302100,10087654465,10255169806,9757410645,10795850583,10492628581,11152971274,11045760288,8313557510,11000146267,18071152831,18047558038,19619654756,18870992456,16577533892,16810537044,18054383321,21251754340,23510575681,24036918703,25281413263,28760090953,34078240293,33886813250,34936307980,36693710801,36302302877,42760235485,48843005614,45815005169,48407761037,52512343997,58522477787,60382894697,63027852805,72794636654,70173140101,78875489245
Cameroon,CMR,614206068.5,652777608.3,694247864.4,718320845,776650176.9,814083265.5,851112534.6,936175260,1046191218,1100551489,1151216993,1236941394,1498251890,1901393361,2157415533,2857037371,2898090002,3394664024,4662852583,5919002983,6674569047,6610938617,6611255964,6870200010,7311938026,8544810498,11857056199,13049659981,12236057362,11012566195,12314482628,11840192296,12071775335,16181814713,8902446252,10864772471,11093538846,10789458433,11298144990,11565826465,10566579295,10953485349,12417251350,15970315035,18826214136,19509852207,20910512975,23928250433,27715142033,27932970317,27507501821,30630910495,30155062329,33728621180,36386544706,32210233020,33814337044,36098547033,39955552190,39667757528,40773241177,45011937347,44347206073,49279410983
"Congo, Dem. Rep.",COD,3359404118,3086746857,3779841429,6213185743,2881545273,4043901818,4532660182,3384063372,3909780539,5032434970,4877684910,5594770359,6173712814,7870239461,9596960180,10237343174,9648583225,12344424764,15372608002,15068422236,14394927495,12537821038,13651667371,11006712650,7857729193,7195042616,8095367168,7661625473,8861299977,9021862775,9349764580,9087965282,8206227134,10707792340,5820383306,5643439376,5771454940,6090840548,6217806273,4711259427,19088046306,7438189100,8728038525,8937567060,10297483481,11964484466,14451901696,16737071816,19788515590,18648372553,21565721045,25839749199,29306235285,32679745048,35909040926,37917706497,37134801555,38019264795,47568210010,51775829877,48716961860,55328482784,65801547620,66383287003
"Congo, Rep.",COG,131731862.8,151675738.9,166521239.7,172233430.7,185693724.9,198318064,220613582,237397428.1,251247457.8,265040036.4,274960699.9,322128019,410669263.7,541973362.6,585364634.5,767102680.2,754549601.4,765224029.3,878771772.2,1198749667,1705796853,1993512323,2160640565,2097274290,2193581365,2160872540,1849268212,2297753652,2212536312,2389593026,2798746050,2724853506,2933222703,2684323623,1769365438,2116003868,2540697539,2322719103,1949481379,2354772960,3227927698,2796704604,3034250924,3503723088,4656974940,6650001680,8072305029,8782703437,11649857673,9723299915,13148396212,15655383577,17692911296,17958720699,17919321078,12434793867,10931328151,11834473039,14773900289,13976637780,11468687464,14825690211,15817030155,15321055823
Colombia,COL,4031152977,4540447761,4955538219,4836166667,5973366667,5760761905,5428518519,5825170438,5960212869,6450175214,7198360460,7820380971,8671358733,10315760000,12370029584,13098633902,15341403660,19470960619,23263511958,27940411250,33400735644,36388366869,38968039722,38729822782,38253120738,34894419443,34942489684,36373307085,39212550050,39540080200,47844090710,49637993949,58394443378,66474101301,81705497617,92495970511,97153389011,1.06656E+11,98486358581,86278947637,99875074951,98200641203,97945812803,94644969157,1.17092E+11,1.45601E+11,1.61793E+11,2.0623E+11,2.42504E+11,2.32469E+11,2.86499E+11,3.34966E+11,3.70691E+11,3.82094E+11,3.81241E+11,2.93492E+11,2.8272E+11,3.11867E+11,3.34198E+11,3.23032E+11,2.70348E+11,3.18525E+11,3.4533E+11,3.63494E+11
Comoros,COM,,,,,,,,,,,,,,,,,,,,,212218261.6,196349931.5,184009013.6,191621954.9,184697225.6,196726096.3,279197721.8,337525852.6,356500032.7,341476768.3,429622177.7,424108769.5,457388651.5,452881475.1,319189184.3,398461797,396053805.9,364445600.5,370106745.9,382454989.9,351136579.6,378512024.1,425964681,546885222.7,633706110.8,653845169.2,698431793.9,795673152.9,915659108,905341172.7,907978730.9,1023086274,1015843491,1116224107,1149587661,966029600.9,1012835493,1077439757,1188797449,1195019532,1225039197,1296089480,1242519408,1352380971
Cabo Verde,CPV,,,,,,,,,,,,,,,,,,,,,142246815.3,139468209.1,140630679,138476175.6,132019038.6,137728204.8,190651167.6,235253064.7,264308140.3,267448571.4,306890962.6,319827058.6,357160985.3,490417389.7,406580652.3,487148993.5,501979269.8,490608657.9,521910560.5,592416703.1,539227277.6,563090490.4,620507387.5,813260468.9,924940011.8,972241676.9,1107571458,1649621739,1959620648,1852334575,1824751468,2046817987,1913081210,2028910915,2041930125,1749857620,1849789993,1996741545,2205099509,2252177134,1821565618,2051842610,2247003348,2533819406
Costa Rica,CRI,507513830,490325181.6,479180824.3,511902136.8,542578367.2,592981162.3,647305630.2,699456618.9,773841494.3,853630203.8,984830158.5,1077147538,1238251696,1528925846,1666544754,1960863466,2412555426,3072427013,3523208810,4035519323,4831447001,2623803096,2606623555,3146772631,3660477856,3919203960,4418983871,4532952047,4614629898,5251025767,5711687787,7215725487,8579754758,9564815975,10489903725,11578594260,11678424507,12614602382,13684255947,14254866285,15013629662,15976174337,16578820687,17271760507,18610594846,20040642477,22715540324,26884700709,30801745700,30745714313,37658616952,42762613699,47231655432,50949668842,52016408854,56441920821,58847019610,60516044657,62420164992,64417670521,62395610760,64960725734,69243626029,86497941439
Caribbean small states,CSS,641146358.6,699601326.2,750604794.6,782562091.7,849473871.8,941356066,1067294932,1201948885,1259162890,1419535630,1495110053,1613161370,1698692041,1913764642,2187691183,2397842652,2458775081,2808968854,3226380514,3811626338,4640496435,4985368811,5152277682,5425283193,5931964823,6418682783,6979226683,7536665471,8248794624,8283187777,8505740261,8639379130,8803913216,9146907428,9841850114,10403406491,11182904174,14337614318,15600545086,16585437190,17471510858,17643048267,18692379239,19254397502,20288513844,22215175059,25930657641,28075119901,29403259498,28715218885,30378579904,31032622591,32709956406,33069159225,34129544764,35085992997,33933421225,35438120141,36727457620,38046955434,31763210393,37091445808,48740490013,53296161046
Cuba,CUB,,,,,,,,,,,5693005200,6914658400,8135150892,9987709650,11405957317,13027415244,13789579903,14206158675,17844705325,19584443288,19912889861,20150254096,20953510235,22204940512,24039383608,22920490774,24226574634,25213935012,27458999472,27023468666,28645436569,24316556026,22085858243,22367254865,28448326757,30429803651,25017368700,25365908100,25736331200,28364615200,30565400000,31682400000,33590500000,35901200000,38203000000,42643836100,48835925926,54262870370,56302129630,57481481481,59562962963,68990000000,73141000000,77148000000,80656100000,87132800000,91370407864,96850649692,1.0005E+11,1.03428E+11,1.07352E+11,,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2120511229,2143450726,2160784693,2202117374,2237160503,2344637263,2457581732,2593831508,2833476145,2869153184,2951342793,2930092235,3012836257,3033568603,3059406983,3058779218,3024690168,3033433240,3046364804,3026124134,2534327598,2739608156,3075180835,3281419347
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200288241,4466278065,4585949024,4281714567,4156841107,4186073104,4291004524,4405796023,4562853611,4708167233,4909322237,5166281305,5530178441,5941896608,5655358021,6060026520,6600843963,7139428558
Cyprus,CYP,,,,,,,,,,,,,,,,489912542.3,576090016.4,734876218,964024705.3,1288699035,2154311277,2087496374,2159242417,2160364071,2278248953,2430411900,3090734463,3704813886,4278792597,4563482604,5591130218,5770197348,6912150456,6590291048,7425703929,9933137128,10011914680,9547816420,10248618778,10497907228,9985847314,10397898907,11420228846,14547329558,17320551250,18433412511,20072754987,23968727074,27844646258,26048179949,25799940078,27641547910,25047436975,23959712861,23225918260,19909278417,21046462281,22946570629,25754001368,26196667100,25555093854,30372874320,30976176887,33886930712
Czechia,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41016881802,30071014282,35051065440,41155654032,48188478339,60572381311,67804105330,62539765163,67187217328,65586562605,62175642238,68135304464,82607869610,1.00436E+11,1.20148E+11,1.37264E+11,1.56236E+11,1.90041E+11,2.36506E+11,2.06972E+11,2.11169E+11,2.31429E+11,2.10363E+11,2.13024E+11,2.10911E+11,1.89108E+11,1.98161E+11,2.21564E+11,2.51992E+11,2.56794E+11,2.5111E+11,2.90973E+11,3.01831E+11,3.43208E+11
Germany,DEU,84619845881,96558204043,1.05895E+11,1.12233E+11,1.2333E+11,1.34775E+11,1.43304E+11,1.45101E+11,1.56527E+11,1.77733E+11,2.16629E+11,2.50901E+11,3.009E+11,3.99834E+11,4.46935E+11,4.92434E+11,5.21659E+11,6.02698E+11,7.43183E+11,8.84574E+11,9.53772E+11,8.03405E+11,7.79422E+11,7.73508E+11,7.27768E+11,7.35219E+11,1.05009E+12,1.30293E+12,1.40637E+12,1.40409E+12,1.77816E+12,1.87579E+12,2.14138E+12,2.07895E+12,2.21528E+12,2.59305E+12,2.50658E+12,2.21879E+12,2.24776E+12,2.21387E+12,1.96698E+12,1.96638E+12,2.10235E+12,2.53472E+12,2.85232E+12,2.89339E+12,3.04631E+12,3.48406E+12,3.80879E+12,3.4798E+12,3.46815E+12,3.82483E+12,3.5979E+12,3.80809E+12,3.9658E+12,3.42357E+12,3.53778E+12,3.76309E+12,4.05201E+12,3.95721E+12,3.94014E+12,4.3483E+12,4.1636E+12,4.5257E+12
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,340989528,,373371738.3,395794538.6,409220087.1,452328087.3,462421998.5,478058304.9,466048469.2,491689220.7,497723960.6,494004647.7,502675542,514267869.3,536080148.1,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1049110685,1128611700,1239144502,1353632942,2042817163,2214679081,2424391785,2604955229,2762581334,2913466732,3088853639,3185150981,3385825229,3674298479,4098530514
Dominica,DMA,,,,,,,,,,,,,,,,,,45872947.41,57130215.56,55017758.89,72804653.33,82107391.11,89527576.67,98665191.48,109157070.7,119491933,135161958.5,151868754.4,171106184.1,185137243,201429629.6,219762963,234059259.3,245525925.9,264374074.1,274522222.2,292285185.2,302988888.9,322411111.1,331759259.3,333470370.4,340203703.7,333196296.3,343311111.1,367200000,364255555.6,390251851.9,421374074.1,458188888.9,489074074.1,493825925.9,501025925.9,485996296.3,498296296.3,520429629.6,540737037,576229629.6,521551851.9,554770370.4,611537037,504214814.8,555266666.7,607159259.3,653992592.6
Denmark,DNK,6361166545,7058361229,7953274741,8466044980,9677401337,10870670865,11931740293,13059064806,13505574133,15414902667,17075457733,19086192720,23230667549,30718181337,34125712481,40418967666,44503607444,49711709588,60320089218,70393030603,70811287816,61459941461,60084214872,60331158447,58868891335,62452421011,87748695217,1.09183E+11,1.1554E+11,1.12312E+11,1.38218E+11,1.39181E+11,1.52966E+11,1.43111E+11,1.56018E+11,1.84848E+11,1.87481E+11,1.73241E+11,1.76877E+11,1.77888E+11,1.64044E+11,1.64882E+11,1.78788E+11,2.18421E+11,2.51986E+11,2.6515E+11,2.83386E+11,3.20213E+11,3.54979E+11,3.22619E+11,3.22346E+11,3.44316E+11,3.26793E+11,3.44631E+11,3.52833E+11,3.01759E+11,3.12182E+11,3.31611E+11,3.55293E+11,3.45401E+11,3.55631E+11,4.08378E+11,4.01946E+11,4.07092E+11
Dominican Republic,DOM,672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485500000,1666500000,1987400000,2344800000,2925700000,3599200000,3951500000,4587100000,4734400000,5498800000,6761300000,7561300000,8267400000,9220600000,11594000000,5044579979,6122128558,5827050753,5374299981,6686593060,7073675545,9824483340,11605382504,13081042400,14644734599,16637370839,18241622548,20017450041,21672215547,22136579397,24305780629,25601823688,27137440786,21403167848,22322387382,35777560684,37879830084,43965458509,48122601530,48261078914,53860187258,58029773599,60681535653,62682159338,67179955677,71164826837,75704647878,79998046306,85555390139,88941372558,78844656298,94243425938,1.13537E+11,1.21444E+11
Algeria,DZA,2723615451,2434747056,2001444544,2702982018,2909316435,3136284307,3039859187,3370870376,3852147027,4257253264,4863526897,5077183094,6766743957,8707858912,13209871626,15557902754,17728240932,20972113685,26364491313,33243706860,42345829079,44348590461,45207167470,48801369800,53698548293,57937868670,63692007897,66745818375,59089396860,55634721573,62048507531,45715676428,48003133347,49945584453,42543176829,41764291672,46941554225,48177612042,48187781984,48640671735,54790398570,59413400924,61516103406,73482264191,91913680985,1.07047E+11,1.23084E+11,1.42483E+11,1.80384E+11,1.50317E+11,1.77785E+11,2.18332E+11,2.27144E+11,2.29701E+11,2.38943E+11,1.87494E+11,1.80764E+11,1.89881E+11,1.94554E+11,1.9346E+11,1.64873E+11,1.86231E+11,2.25638E+11,2.47626E+11
East Asia & Pacific (excluding high income),EAP,80752362534,71139478707,64884938432,70180391291,81068677593,94462962774,1.03348E+11,1.00344E+11,1.01445E+11,1.14075E+11,1.27031E+11,1.36421E+11,1.55335E+11,1.95394E+11,2.21436E+11,2.48514E+11,2.52685E+11,2.91242E+11,2.82673E+11,3.27297E+11,3.77611E+11,4.03202E+11,4.23461E+11,4.43397E+11,4.80419E+11,5.26023E+11,5.2463E+11,5.18551E+11,5.75591E+11,6.22223E+11,6.66707E+11,7.23516E+11,8.11406E+11,8.90618E+11,1.07187E+12,1.32203E+12,1.51833E+12,1.57061E+12,1.4332E+12,1.57792E+12,1.73618E+12,1.84728E+12,2.04458E+12,2.31425E+12,2.68348E+12,3.10847E+12,3.74385E+12,4.73326E+12,5.98892E+12,6.49336E+12,7.90311E+12,9.6539E+12,1.07637E+13,1.18746E+13,1.28055E+13,1.33294E+13,1.36211E+13,1.48883E+13,1.66489E+13,1.72228E+13,1.74963E+13,2.08499E+13,2.11249E+13,2.11628E+13
Early-demographic dividend,EAR,1.51409E+11,1.61302E+11,1.65739E+11,1.75832E+11,2.01669E+11,2.18789E+11,2.16714E+11,2.28806E+11,2.4944E+11,2.7874E+11,2.96688E+11,3.19407E+11,3.52484E+11,4.51083E+11,6.32426E+11,6.77079E+11,7.39715E+11,8.27152E+11,9.45399E+11,1.11265E+12,1.38315E+12,1.53228E+12,1.46113E+12,1.47457E+12,1.49554E+12,1.49138E+12,1.49894E+12,1.523E+12,1.60749E+12,1.63521E+12,1.91651E+12,2.03292E+12,2.20864E+12,2.38254E+12,2.50248E+12,2.55193E+12,2.7676E+12,2.95598E+12,2.9212E+12,3.09035E+12,3.3776E+12,3.35104E+12,3.25502E+12,3.62167E+12,4.20836E+12,4.89544E+12,5.5977E+12,6.62661E+12,7.45625E+12,7.17366E+12,8.71351E+12,9.82275E+12,1.02686E+13,1.04214E+13,1.07764E+13,1.02466E+13,1.05472E+13,1.14486E+13,1.16105E+13,1.1835E+13,1.10064E+13,1.28113E+13,1.41476E+13,1.49459E+13
East Asia & Pacific,EAS,1.57146E+11,1.58407E+11,1.62133E+11,1.80953E+11,2.07763E+11,2.31255E+11,2.58761E+11,2.81216E+11,3.10689E+11,3.58262E+11,4.12624E+11,4.58539E+11,5.70106E+11,7.51499E+11,8.67036E+11,9.48871E+11,1.04372E+12,1.24378E+12,1.57121E+12,1.70632E+12,1.84599E+12,2.03329E+12,1.99157E+12,2.11969E+12,2.26744E+12,2.39153E+12,3.12558E+12,3.66966E+12,4.41097E+12,4.59273E+12,4.79348E+12,5.41542E+12,5.91939E+12,6.62155E+12,7.40677E+12,8.41057E+12,8.10405E+12,7.74641E+12,6.93322E+12,7.74511E+12,8.37797E+12,7.79017E+12,7.91347E+12,8.70321E+12,9.75973E+12,1.04131E+13,1.10371E+13,1.23338E+13,1.42235E+13,1.46339E+13,1.70806E+13,1.98E+13,2.11778E+13,2.14157E+13,2.20947E+13,2.20009E+13,2.27818E+13,2.4335E+13,2.64945E+13,2.70401E+13,2.71635E+13,3.11557E+13,3.06734E+13,3.07802E+13
Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37833E+11,2.63709E+11,2.99412E+11,3.58224E+11,3.45019E+11,3.32223E+11,3.43131E+11,2.68768E+11,3.07712E+11,3.26484E+11,3.46373E+11,4.21243E+11,3.84142E+11,3.90705E+11,3.35073E+11,3.89839E+11,4.97108E+11,6.39832E+11,7.96696E+11,9.26798E+11,1.1672E+12,1.39709E+12,1.16493E+12,1.37935E+12,1.56879E+12,1.6543E+12,1.80435E+12,1.73177E+12,1.50929E+12,1.44893E+12,1.49452E+12,1.46818E+12,1.49831E+12,1.43714E+12,1.67034E+12,1.81798E+12,2.1297E+12
Europe & Central Asia,ECS,4.26425E+11,4.6911E+11,5.1304E+11,5.61049E+11,6.20036E+11,6.76117E+11,7.3124E+11,7.76911E+11,8.18393E+11,9.07615E+11,1.02035E+12,1.15151E+12,1.38116E+12,1.75754E+12,1.98617E+12,2.31887E+12,2.41146E+12,2.72832E+12,3.34422E+12,4.07751E+12,4.60916E+12,4.10564E+12,3.95714E+12,3.83784E+12,3.68942E+12,3.81747E+12,5.20743E+12,6.4316E+12,7.16166E+12,7.25756E+12,8.87072E+12,9.14043E+12,9.78943E+12,8.99484E+12,9.40847E+12,1.0871E+13,1.1096E+13,1.05242E+13,1.07951E+13,1.06869E+13,1.00776E+13,1.0182E+13,1.1151E+13,1.35593E+13,1.5805E+13,1.68244E+13,1.82228E+13,2.12895E+13,2.3433E+13,2.06285E+13,2.11032E+13,2.34165E+13,2.25452E+13,2.35591E+13,2.38974E+13,2.05832E+13,2.05113E+13,2.17659E+13,2.33063E+13,2.30319E+13,2.22866E+13,2.5524E+13,2.56626E+13,2.75541E+13
Ecuador,ECU,2069464937,1753850955,1518207703,1824343871,2244146103,2387047396,2429308639,2553595172,2582179864,3112165727,2862503139,2754219271,3185986087,3891754150,6599257044,7731674472,9091921030,11026342618,11922497876,14175160902,17881508242,21810759354,19929846396,17152477037,16912509092,17149088413,15314138472,13945426859,13051881851,13890823705,15239272612,16988535268,18094238119,18938717359,22708673337,24432884442,25226393197,28162053027,27981896948,19645272636,17539454727,23127055000,27054197000,30965208000,35194947000,40278849000,45690762000,49848725000,61139438000,60094978000,68151329000,78986648000,87735048000,96570334000,1.02718E+11,97209558000,97671433000,1.04467E+11,1.07479E+11,1.07596E+11,95865472000,1.07435E+11,1.16586E+11,1.18845E+11
"Egypt, Arab Rep.",EGY,4206270175,4494575422,4035461922,4187146119,4709245635,4948667540,5278005612,5605484299,5932242991,6524455206,8042200452,8609283346,9299638056,10098534613,9228963225,11632178869,13315988083,14400806876,14811704063,18020571429,21669908176,22136081081,27655172414,30966239814,33971188992,39053502251,41253507951,40455616654,34980124929,39756299050,42978914311,37387836491,41855986519,46578631453,51897983393,60159245060,67629716981,78436578171,84828807556,90710704807,99838543960,96684636119,85146067416,80288461538,78782467532,89600665557,1.07426E+11,1.30438E+11,1.62818E+11,1.89147E+11,2.18984E+11,2.3599E+11,2.79117E+11,2.88434E+11,3.05595E+11,3.29367E+11,3.32442E+11,2.48363E+11,2.62589E+11,3.18679E+11,3.83818E+11,4.24672E+11,4.76748E+11,3.96002E+11
Euro area,EMU,2.51413E+11,2.79722E+11,3.09383E+11,3.40513E+11,3.7725E+11,4.12364E+11,4.46134E+11,4.74087E+11,5.09702E+11,5.69432E+11,6.4511E+11,7.31196E+11,8.83508E+11,1.14731E+12,1.30101E+12,1.50722E+12,1.57333E+12,1.79046E+12,2.19188E+12,2.65541E+12,2.97369E+12,2.58376E+12,2.50098E+12,2.4401E+12,2.34111E+12,2.40499E+12,3.3773E+12,4.17753E+12,4.5949E+12,4.69311E+12,5.90562E+12,6.12771E+12,6.75051E+12,6.18049E+12,6.53116E+12,7.54004E+12,7.6295E+12,6.97767E+12,7.17436E+12,7.14886E+12,6.52863E+12,6.6319E+12,7.24186E+12,8.92123E+12,1.0231E+13,1.06118E+13,1.12883E+13,1.30003E+13,1.42963E+13,1.30843E+13,1.27861E+13,1.38102E+13,1.27867E+13,1.33587E+13,1.36833E+13,1.18286E+13,1.21246E+13,1.28399E+13,1.38679E+13,1.3587E+13,1.32669E+13,1.49177E+13,1.4452E+13,1.57807E+13
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6,467872714.8,531688311.7,578015625,693535954.2,686490090.1,745523116.9,688918537.1,706370815.6,752371688.7,729321680.2,870248267.6,1109054005,1098424686,1211161880,1317974491,1380188800,1856695551,1589515447,2065001626,,,,,,,,,,,,
Spain,ESP,12424514014,14238126760,16609632791,19631714760,21966876027,25479619607,29559436183,32570905397,32394326464,37090689288,40963715237,46586119760,59090176029,78583355226,97204522642,1.14695E+11,1.18423E+11,1.32355E+11,1.60485E+11,2.14449E+11,2.32601E+11,2.02663E+11,1.95857E+11,1.70829E+11,1.7198E+11,1.80664E+11,2.51142E+11,3.1852E+11,3.75892E+11,4.14461E+11,5.36175E+11,5.76754E+11,6.30465E+11,5.24701E+11,5.30184E+11,6.1417E+11,6.42251E+11,5.8974E+11,6.18731E+11,6.34395E+11,5.98103E+11,6.27799E+11,7.08938E+11,9.07963E+11,1.06983E+12,1.15467E+12,1.26185E+12,1.47675E+12,1.63612E+12,1.49659E+12,1.42799E+12,1.48757E+12,1.33099E+12,1.36219E+12,1.38024E+12,1.20616E+12,1.24302E+12,1.32175E+12,1.43164E+12,1.4035E+12,1.28978E+12,1.46124E+12,1.4465E+12,1.62009E+12
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4013091682,4123011420,4502970889,4786018988,5154420649,5674080543,5756912266,5686579748,6250218423,7370119619,9876595528,12148595031,14109491357,17025671810,22450264166,24342935404,19633984440,19524355419,23303915795,23237406116,25451032781,27055689003,23311847751,24561027788,27469461919,31222632741,31873748770,31820771494,37204563051,38376046175,41291245222
Ethiopia,ETH,1610511694,1680859514,1747566307,1825058828,1984129186,2159998591,2324466416,2461762003,2619948865,2768987372,3045354455,3224280835,3520252938,4070570550,4577209966,4577047854,4943806093,5651840585,6014961435,6586048398,7012585454,7507663567,7899988841,8781664427,8298309581,9717392687,10094328898,10790001558,11181119718,11762932007,12478943895,13799799324,10754799037,9051043870,7100806754,7855205207,8761215548,8803539988,8013274132,7892973532,8242349618,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648276605,55612228234,64589328551,74296745208,81770886826,84269196626,95912607722,1.07658E+11,1.11262E+11,1.26773E+11,1.63698E+11
European Union,EUU,2.84932E+11,3.1658E+11,3.4991E+11,3.84453E+11,4.26401E+11,4.66575E+11,5.05119E+11,5.3782E+11,5.77226E+11,6.4416E+11,7.28515E+11,8.23502E+11,9.93662E+11,1.28612E+12,1.45591E+12,1.69409E+12,1.77513E+12,2.01132E+12,2.44917E+12,2.96002E+12,3.31132E+12,2.88997E+12,2.78779E+12,2.71079E+12,2.61259E+12,2.68666E+12,3.75319E+12,4.63953E+12,5.09399E+12,5.20279E+12,6.50559E+12,6.73084E+12,7.39092E+12,6.75068E+12,7.15776E+12,8.2982E+12,8.43344E+12,7.73579E+12,7.97003E+12,7.93601E+12,7.28843E+12,7.40757E+12,8.1004E+12,9.95696E+12,1.14492E+13,1.19545E+13,1.27685E+13,1.47895E+13,1.63651E+13,1.48463E+13,1.46434E+13,1.58766E+13,1.4734E+13,1.54E+13,1.57648E+13,1.36551E+13,1.39903E+13,1.48701E+13,1.60915E+13,1.58084E+13,1.55047E+13,1.74966E+13,1.69953E+13,1.85907E+13
Fragile and conflict affected situations,FCS,34157915798,35668456087,39417208512,45049610945,40767511064,44789142771,47787351329,47130737857,52073362434,58442568788,69598976289,71676944409,82981206234,1.02638E+11,1.54501E+11,1.69459E+11,2.01268E+11,2.22208E+11,2.43686E+11,3.07155E+11,3.88435E+11,5.11406E+11,4.88174E+11,4.21549E+11,3.79258E+11,3.85609E+11,3.55386E+11,3.57267E+11,3.8787E+11,3.83756E+11,5.47421E+11,3.86386E+11,3.4455E+11,3.51153E+11,3.5324E+11,4.31762E+11,4.66441E+11,5.22327E+11,5.361E+11,4.00171E+11,4.68036E+11,4.58017E+11,4.46928E+11,4.70618E+11,5.96965E+11,7.55161E+11,9.45956E+11,1.15933E+12,1.48195E+12,1.34273E+12,1.59398E+12,1.66432E+12,1.86214E+12,1.93477E+12,2.05298E+12,1.61633E+12,1.48969E+12,1.58884E+12,1.73469E+12,1.84263E+12,1.67541E+12,1.78633E+12,1.96484E+12,1.93794E+12
Finland,FIN,5279481824,5984433774,6407796043,6958916548,7848987793,8680393839,9306142172,9468272357,8916565041,10177524839,11358529162,12528522307,14744499570,19474098335,24851036710,29475251333,31852352670,33502784418,36259392058,44469218440,53649984061,52440066134,52784013815,50956447481,52870993273,55856676899,73511611541,91564993913,1.09039E+11,1.18991E+11,1.41446E+11,1.27794E+11,1.12538E+11,89112105756,1.03183E+11,1.3406E+11,1.31992E+11,1.26863E+11,1.33991E+11,1.35234E+11,1.25968E+11,1.2952E+11,1.40361E+11,1.71613E+11,1.97458E+11,2.04859E+11,2.17044E+11,2.5636E+11,2.85699E+11,2.53481E+11,2.4943E+11,2.75127E+11,2.57443E+11,2.70268E+11,2.73479E+11,2.33211E+11,2.38778E+11,2.53846E+11,2.73869E+11,2.67015E+11,2.7E+11,2.94223E+11,2.80242E+11,2.95532E+11
Fiji,FJI,112328422.1,116987784.9,122906435,129454728.6,140032741.5,147084750,150603925.5,162625885.9,166952937.1,182182067.7,219878482.2,247749327.7,316656648.7,425950487.5,558587097.4,684282434.4,694540806.4,719501765.8,829267889.4,1019691460,1202618816,1235626771,1194059943,1123085190,1178000678,1141168944,1290267340,1177947965,1110009523,1182660266,1337017559,1383883250,1532411039,1636101247,1825732093,1970301486,2128696644,2090221137,1653146717,1936459986,1678219508,1652462023,1833279985,2300492465,2708078477,2980403845,3076305453,3378314600,3523185920,2870624636,3140166713,3779411899,3972028104,4189967999,4857104791,4682479912,4930213634,5353469171,5581425325,5444407214,4432466237,4305031631,4969503561,5442046565
